Asset Type,Date,Usage Time,Last Maintenance Date,Stock Level,Reorder Point,Equipment Status,Usage Pattern
MRI Machine,8/31/2023,12,01-01-2023,9,7,Operational,As needed
Ventilator,8/31/2023,11,6/19/2023,8,8,Under Maintenance,Daily
MRI Machine,09-01-2023,7,7/29/2023,4,3,Under Maintenance,Daily
Ventilator,09-01-2023,9,1/13/2023,6,3,Under Maintenance,Weekly
PPE Kit,09-01-2023,7,09-01-2023,4,5,Operational,As needed
Surgical Gloves,09-01-2023,4,09-01-2023,1,7,Operational,As needed
Heart Monitor,09-01-2023,8,09-01-2023,5,3,Operational,As needed
X-Ray Machine,09-01-2023,8,09-01-2023,5,3,Operational,As needed
Anesthesia Machine,09-01-2023,8,09-01-2023,5,3,Operational,As needed
Anesthesia Machine,09-02-2023,8,09-02-2023,5,3,Operational,As needed
X-Ray Machine,09-02-2023,8,09-02-2023,5,3,Operational,As needed
Heart Monitor,09-02-2023,8,09-02-2023,5,3,Operational,As needed
PPE Kit,09-02-2023,10,09-02-2023,7,3,Operational,As needed
MRI Machine,09-02-2023,8,6/22/2023,5,7,Under Maintenance,Weekly
Surgical Gloves,09-02-2023,11,09-02-2023,8,9,Operational,As needed
Ventilator,09-02-2023,12,11-10-2023,9,7,Operational,As needed
Ventilator,09-03-2023,5,08-02-2023,2,9,Under Maintenance,Weekly
MRI Machine,09-03-2023,4,3/26/2023,1,2,Operational,Daily
PPE Kit,09-03-2023,8,09-03-2023,5,1,Operational,As needed
Surgical Gloves,09-03-2023,12,09-03-2023,9,9,Operational,As needed
Heart Monitor,09-03-2023,8,09-03-2023,5,3,Operational,As needed
X-Ray Machine,09-03-2023,8,09-03-2023,5,3,Operational,As needed
Anesthesia Machine,09-03-2023,8,09-03-2023,5,3,Operational,As needed
MRI Machine,09-04-2023,6,03-03-2023,3,3,Under Maintenance,As needed
PPE Kit,09-04-2023,4,09-04-2023,1,3,Operational,As needed
Heart Monitor,09-04-2023,8,09-04-2023,5,3,Operational,As needed
X-Ray Machine,09-04-2023,8,09-04-2023,5,3,Operational,As needed
Anesthesia Machine,09-04-2023,8,09-04-2023,5,3,Operational,As needed
Ventilator,09-04-2023,6,05-01-2023,3,7,Under Maintenance,Daily
Surgical Gloves,09-04-2023,10,09-04-2023,7,5,Operational,As needed
PPE Kit,09-05-2023,5,09-05-2023,2,3,Operational,As needed
Surgical Gloves,09-05-2023,12,09-05-2023,9,6,Operational,As needed
Heart Monitor,09-05-2023,8,09-05-2023,5,3,Operational,As needed
X-Ray Machine,09-05-2023,8,09-05-2023,5,3,Operational,As needed
Anesthesia Machine,09-05-2023,8,09-05-2023,5,3,Operational,As needed
MRI Machine,09-05-2023,5,12/31/2023,2,8,Under Maintenance,Daily
Heart Monitor,09-06-2023,8,09-06-2023,5,3,Operational,As needed
X-Ray Machine,09-06-2023,8,09-06-2023,5,3,Operational,As needed
Anesthesia Machine,09-06-2023,8,09-06-2023,5,3,Operational,As needed
MRI Machine,09-06-2023,10,04-12-2023,7,2,Operational,As needed
Ventilator,09-06-2023,10,4/19/2023,7,7,Under Maintenance,Daily
PPE Kit,09-06-2023,11,09-06-2023,8,1,Operational,As needed
Surgical Gloves,09-06-2023,5,09-06-2023,2,8,Operational,As needed
PPE Kit,09-07-2023,8,09-07-2023,5,5,Operational,As needed
Surgical Gloves,09-07-2023,11,09-07-2023,8,7,Operational,As needed
Heart Monitor,09-07-2023,8,09-07-2023,5,3,Operational,As needed
Anesthesia Machine,09-07-2023,8,09-07-2023,5,3,Operational,As needed
X-Ray Machine,09-07-2023,8,09-07-2023,5,3,Operational,As needed
MRI Machine,09-07-2023,5,6/26/2023,2,3,Under Maintenance,Daily
Ventilator,09-07-2023,11,12-02-2023,8,8,Operational,Weekly
Ventilator,09-08-2023,12,3/14/2023,9,9,Operational,As needed
MRI Machine,09-08-2023,7,06-04-2023,4,8,Operational,Weekly
PPE Kit,09-08-2023,10,09-08-2023,7,5,Operational,As needed
Surgical Gloves,09-08-2023,6,09-08-2023,3,4,Operational,As needed
Anesthesia Machine,09-08-2023,8,09-08-2023,5,3,Operational,As needed
X-Ray Machine,09-08-2023,8,09-08-2023,5,3,Operational,As needed
Heart Monitor,09-08-2023,8,09-08-2023,5,3,Operational,As needed
X-Ray Machine,09-09-2023,8,09-09-2023,5,3,Operational,As needed
Anesthesia Machine,09-09-2023,8,09-09-2023,5,3,Operational,As needed
Surgical Gloves,09-09-2023,8,09-09-2023,5,2,Operational,As needed
Ventilator,09-09-2023,11,1/21/2023,8,2,Under Maintenance,As needed
PPE Kit,09-09-2023,9,09-09-2023,6,5,Operational,As needed
Heart Monitor,09-09-2023,8,09-09-2023,5,3,Operational,As needed
Surgical Gloves,09-10-2023,9,09-10-2023,6,2,Operational,As needed
Heart Monitor,09-10-2023,8,09-10-2023,5,3,Operational,As needed
Anesthesia Machine,09-10-2023,8,09-10-2023,5,3,Operational,As needed
PPE Kit,09-10-2023,7,09-10-2023,4,8,Operational,As needed
X-Ray Machine,09-10-2023,8,09-10-2023,5,3,Operational,As needed
MRI Machine,09-10-2023,12,6/26/2023,9,5,Under Maintenance,As needed
Ventilator,09-10-2023,12,07-08-2023,9,3,Under Maintenance,As needed
Surgical Gloves,09-11-2023,12,09-11-2023,9,4,Operational,As needed
Anesthesia Machine,09-11-2023,8,09-11-2023,5,3,Operational,As needed
X-Ray Machine,09-11-2023,8,09-11-2023,5,3,Operational,As needed
Heart Monitor,09-11-2023,8,09-11-2023,5,3,Operational,As needed
PPE Kit,09-11-2023,10,09-11-2023,7,4,Operational,As needed
MRI Machine,09-11-2023,8,9/28/2023,5,8,Operational,Weekly
Heart Monitor,09-12-2023,8,09-12-2023,5,3,Operational,As needed
PPE Kit,09-12-2023,4,09-12-2023,1,5,Operational,As needed
MRI Machine,09-12-2023,8,12/24/2023,5,1,Under Maintenance,Weekly
X-Ray Machine,09-12-2023,8,09-12-2023,5,3,Operational,As needed
Anesthesia Machine,09-12-2023,8,09-12-2023,5,3,Operational,As needed
Surgical Gloves,09-12-2023,5,09-12-2023,2,9,Operational,As needed
Ventilator,9/13/2023,4,10/26/2023,1,4,Under Maintenance,Daily
PPE Kit,9/13/2023,11,9/13/2023,8,9,Operational,As needed
Surgical Gloves,9/13/2023,9,9/13/2023,6,1,Operational,As needed
Heart Monitor,9/13/2023,8,9/13/2023,5,3,Operational,As needed
X-Ray Machine,9/13/2023,8,9/13/2023,5,3,Operational,As needed
Anesthesia Machine,9/13/2023,8,9/13/2023,5,3,Operational,As needed
MRI Machine,9/13/2023,10,04-10-2023,7,1,Operational,Daily
PPE Kit,9/14/2023,11,9/14/2023,8,6,Operational,As needed
Ventilator,9/14/2023,8,5/31/2023,5,9,Operational,As needed
X-Ray Machine,9/14/2023,8,9/14/2023,5,3,Operational,As needed
Anesthesia Machine,9/14/2023,8,9/14/2023,5,3,Operational,As needed
Heart Monitor,9/14/2023,8,9/14/2023,5,3,Operational,As needed
Surgical Gloves,9/14/2023,6,9/14/2023,3,8,Operational,As needed
Surgical Gloves,9/15/2023,11,9/15/2023,8,9,Operational,As needed
Heart Monitor,9/15/2023,8,9/15/2023,5,3,Operational,As needed
X-Ray Machine,9/15/2023,8,9/15/2023,5,3,Operational,As needed
Anesthesia Machine,9/15/2023,8,9/15/2023,5,3,Operational,As needed
PPE Kit,9/15/2023,9,9/15/2023,6,7,Operational,As needed
Ventilator,9/15/2023,5,08-12-2023,2,3,Under Maintenance,Daily
Ventilator,9/16/2023,9,04-11-2023,6,1,Under Maintenance,Weekly
Anesthesia Machine,9/16/2023,8,9/16/2023,5,3,Operational,As needed
PPE Kit,9/16/2023,7,9/16/2023,4,9,Operational,As needed
Surgical Gloves,9/16/2023,11,9/16/2023,8,8,Operational,As needed
Heart Monitor,9/16/2023,8,9/16/2023,5,3,Operational,As needed
X-Ray Machine,9/16/2023,8,9/16/2023,5,3,Operational,As needed
Anesthesia Machine,9/17/2023,8,9/17/2023,5,3,Operational,As needed
X-Ray Machine,9/17/2023,8,9/17/2023,5,3,Operational,As needed
Heart Monitor,9/17/2023,8,9/17/2023,5,3,Operational,As needed
PPE Kit,9/17/2023,5,9/17/2023,2,7,Operational,As needed
Surgical Gloves,9/17/2023,5,9/17/2023,2,1,Operational,As needed
MRI Machine,9/17/2023,7,05-03-2023,4,6,Operational,As needed
Ventilator,9/18/2023,5,6/21/2023,2,8,Operational,Daily
PPE Kit,9/18/2023,8,9/18/2023,5,5,Operational,As needed
Surgical Gloves,9/18/2023,4,9/18/2023,1,6,Operational,As needed
Heart Monitor,9/18/2023,8,9/18/2023,5,3,Operational,As needed
X-Ray Machine,9/18/2023,8,9/18/2023,5,3,Operational,As needed
Anesthesia Machine,9/18/2023,8,9/18/2023,5,3,Operational,As needed
MRI Machine,9/19/2023,10,5/18/2023,7,2,Operational,Daily
Anesthesia Machine,9/19/2023,8,9/19/2023,5,3,Operational,As needed
PPE Kit,9/19/2023,6,9/19/2023,3,2,Operational,As needed
Surgical Gloves,9/19/2023,4,9/19/2023,1,8,Operational,As needed
Heart Monitor,9/19/2023,8,9/19/2023,5,3,Operational,As needed
X-Ray Machine,9/19/2023,8,9/19/2023,5,3,Operational,As needed
Ventilator,9/19/2023,5,08-08-2023,2,7,Operational,Weekly
Anesthesia Machine,9/20/2023,8,9/20/2023,5,3,Operational,As needed
Heart Monitor,9/20/2023,8,9/20/2023,5,3,Operational,As needed
MRI Machine,9/20/2023,12,12/20/2023,9,7,Operational,Weekly
PPE Kit,9/20/2023,7,9/20/2023,4,2,Operational,As needed
Ventilator,9/20/2023,11,8/15/2023,8,4,Operational,Weekly
Surgical Gloves,9/20/2023,9,9/20/2023,6,3,Operational,As needed
X-Ray Machine,9/20/2023,8,9/20/2023,5,3,Operational,As needed
PPE Kit,9/21/2023,11,9/21/2023,8,4,Operational,As needed
Heart Monitor,9/21/2023,8,9/21/2023,5,3,Operational,As needed
X-Ray Machine,9/21/2023,8,9/21/2023,5,3,Operational,As needed
Anesthesia Machine,9/21/2023,8,9/21/2023,5,3,Operational,As needed
Surgical Gloves,9/21/2023,7,9/21/2023,4,6,Operational,As needed
MRI Machine,9/21/2023,11,1/15/2023,8,6,Under Maintenance,As needed
Ventilator,9/22/2023,4,1/16/2023,1,1,Operational,Daily
Anesthesia Machine,9/22/2023,8,9/22/2023,5,3,Operational,As needed
X-Ray Machine,9/22/2023,8,9/22/2023,5,3,Operational,As needed
Heart Monitor,9/22/2023,8,9/22/2023,5,3,Operational,As needed
Surgical Gloves,9/22/2023,6,9/22/2023,3,2,Operational,As needed
PPE Kit,9/22/2023,6,9/22/2023,3,2,Operational,As needed
Heart Monitor,9/23/2023,8,9/23/2023,5,3,Operational,As needed
Surgical Gloves,9/23/2023,12,9/23/2023,9,8,Operational,As needed
PPE Kit,9/23/2023,8,9/23/2023,5,7,Operational,As needed
X-Ray Machine,9/23/2023,8,9/23/2023,5,3,Operational,As needed
Anesthesia Machine,9/23/2023,8,9/23/2023,5,3,Operational,As needed
Ventilator,9/23/2023,10,4/30/2023,7,2,Under Maintenance,As needed
MRI Machine,9/23/2023,9,06-08-2023,6,2,Under Maintenance,Weekly
Anesthesia Machine,9/24/2023,8,9/24/2023,5,3,Operational,As needed
Surgical Gloves,9/24/2023,10,9/24/2023,7,5,Operational,As needed
PPE Kit,9/24/2023,10,9/24/2023,7,2,Operational,As needed
MRI Machine,9/24/2023,4,10/24/2023,1,9,Operational,Daily
Ventilator,9/24/2023,4,7/29/2023,1,6,Operational,Weekly
X-Ray Machine,9/24/2023,8,9/24/2023,5,3,Operational,As needed
Heart Monitor,9/24/2023,8,9/24/2023,5,3,Operational,As needed
Surgical Gloves,9/25/2023,7,9/25/2023,4,4,Operational,As needed
Heart Monitor,9/25/2023,8,9/25/2023,5,3,Operational,As needed
X-Ray Machine,9/25/2023,8,9/25/2023,5,3,Operational,As needed
Anesthesia Machine,9/25/2023,8,9/25/2023,5,3,Operational,As needed
PPE Kit,9/25/2023,5,9/25/2023,2,9,Operational,As needed
MRI Machine,9/25/2023,7,07-06-2023,4,7,Under Maintenance,Daily
Ventilator,9/25/2023,11,10/27/2023,8,3,Operational,Daily
X-Ray Machine,9/26/2023,8,9/26/2023,5,3,Operational,As needed
MRI Machine,9/26/2023,10,2/22/2023,7,2,Under Maintenance,As needed
Ventilator,9/26/2023,10,12-10-2023,7,2,Under Maintenance,Daily
PPE Kit,9/26/2023,11,9/26/2023,8,2,Operational,As needed
Surgical Gloves,9/26/2023,9,9/26/2023,6,9,Operational,As needed
Heart Monitor,9/26/2023,8,9/26/2023,5,3,Operational,As needed
Anesthesia Machine,9/26/2023,8,9/26/2023,5,3,Operational,As needed
Anesthesia Machine,9/27/2023,8,9/27/2023,5,3,Operational,As needed
Heart Monitor,9/27/2023,8,9/27/2023,5,3,Operational,As needed
Surgical Gloves,9/27/2023,11,9/27/2023,8,7,Operational,As needed
PPE Kit,9/27/2023,9,9/27/2023,6,1,Operational,As needed
X-Ray Machine,9/27/2023,8,9/27/2023,5,3,Operational,As needed
Ventilator,9/27/2023,6,8/18/2023,3,2,Under Maintenance,As needed
MRI Machine,9/27/2023,6,1/22/2023,3,1,Under Maintenance,As needed
MRI Machine,9/28/2023,7,1/27/2023,4,9,Operational,Daily
Ventilator,9/28/2023,11,12/28/2023,8,2,Operational,As needed
PPE Kit,9/28/2023,5,9/28/2023,2,7,Operational,As needed
Surgical Gloves,9/28/2023,7,9/28/2023,4,3,Operational,As needed
Heart Monitor,9/28/2023,8,9/28/2023,5,3,Operational,As needed
X-Ray Machine,9/28/2023,8,9/28/2023,5,3,Operational,As needed
Anesthesia Machine,9/28/2023,8,9/28/2023,5,3,Operational,As needed
Anesthesia Machine,9/29/2023,8,9/29/2023,5,3,Operational,As needed
Surgical Gloves,9/29/2023,12,9/29/2023,9,5,Operational,As needed
Heart Monitor,9/29/2023,8,9/29/2023,5,3,Operational,As needed
X-Ray Machine,9/29/2023,8,9/29/2023,5,3,Operational,As needed
PPE Kit,9/29/2023,10,9/29/2023,7,3,Operational,As needed
Anesthesia Machine,9/30/2023,8,9/30/2023,5,3,Operational,As needed
X-Ray Machine,9/30/2023,8,9/30/2023,5,3,Operational,As needed
Heart Monitor,9/30/2023,8,9/30/2023,5,3,Operational,As needed
Surgical Gloves,9/30/2023,10,9/30/2023,7,1,Operational,As needed
MRI Machine,9/30/2023,12,05-11-2023,9,8,Under Maintenance,Weekly
PPE Kit,9/30/2023,7,9/30/2023,4,8,Operational,As needed
Ventilator,9/30/2023,8,11/26/2023,5,3,Under Maintenance,As needed
PPE Kit,10-01-2023,8,10-01-2023,5,1,Operational,As needed
Surgical Gloves,10-01-2023,6,10-01-2023,3,6,Operational,As needed
Heart Monitor,10-01-2023,8,10-01-2023,5,3,Operational,As needed
X-Ray Machine,10-01-2023,8,10-01-2023,5,3,Operational,As needed
Anesthesia Machine,10-01-2023,8,10-01-2023,5,3,Operational,As needed
MRI Machine,10-01-2023,9,02-05-2023,6,3,Operational,Weekly
Ventilator,10-01-2023,5,9/30/2023,2,2,Operational,Daily
PPE Kit,10-02-2023,11,10-02-2023,8,7,Operational,As needed
Surgical Gloves,10-02-2023,7,10-02-2023,4,5,Operational,As needed
Heart Monitor,10-02-2023,8,10-02-2023,5,3,Operational,As needed
X-Ray Machine,10-02-2023,8,10-02-2023,5,3,Operational,As needed
Anesthesia Machine,10-02-2023,8,10-02-2023,5,3,Operational,As needed
MRI Machine,10-02-2023,4,12/30/2023,1,8,Under Maintenance,As needed
Ventilator,10-03-2023,8,11-07-2023,5,1,Operational,Weekly
X-Ray Machine,10-03-2023,8,10-03-2023,5,3,Operational,As needed
Heart Monitor,10-03-2023,8,10-03-2023,5,3,Operational,As needed
Surgical Gloves,10-03-2023,11,10-03-2023,8,8,Operational,As needed
PPE Kit,10-03-2023,6,10-03-2023,3,2,Operational,As needed
Anesthesia Machine,10-03-2023,8,10-03-2023,5,3,Operational,As needed
PPE Kit,10-04-2023,6,10-04-2023,3,2,Operational,As needed
Surgical Gloves,10-04-2023,4,10-04-2023,1,5,Operational,As needed
Heart Monitor,10-04-2023,8,10-04-2023,5,3,Operational,As needed
X-Ray Machine,10-04-2023,8,10-04-2023,5,3,Operational,As needed
Anesthesia Machine,10-04-2023,8,10-04-2023,5,3,Operational,As needed
MRI Machine,10-04-2023,6,7/24/2023,3,8,Under Maintenance,Weekly
Ventilator,10-04-2023,7,11/30/2023,4,7,Under Maintenance,Weekly
Surgical Gloves,10-05-2023,12,10-05-2023,9,5,Operational,As needed
Anesthesia Machine,10-05-2023,8,10-05-2023,5,3,Operational,As needed
X-Ray Machine,10-05-2023,8,10-05-2023,5,3,Operational,As needed
Heart Monitor,10-05-2023,8,10-05-2023,5,3,Operational,As needed
PPE Kit,10-05-2023,12,10-05-2023,9,6,Operational,As needed
Heart Monitor,10-06-2023,8,10-06-2023,5,3,Operational,As needed
X-Ray Machine,10-06-2023,8,10-06-2023,5,3,Operational,As needed
MRI Machine,10-06-2023,7,08-02-2023,4,5,Operational,Daily
Ventilator,10-06-2023,5,1/21/2023,2,1,Operational,Daily
PPE Kit,10-06-2023,8,10-06-2023,5,7,Operational,As needed
Surgical Gloves,10-06-2023,11,10-06-2023,8,1,Operational,As needed
Anesthesia Machine,10-06-2023,8,10-06-2023,5,3,Operational,As needed
Anesthesia Machine,10-07-2023,8,10-07-2023,5,3,Operational,As needed
Surgical Gloves,10-07-2023,12,10-07-2023,9,2,Operational,As needed
Heart Monitor,10-07-2023,8,10-07-2023,5,3,Operational,As needed
X-Ray Machine,10-07-2023,8,10-07-2023,5,3,Operational,As needed
PPE Kit,10-07-2023,4,10-07-2023,1,1,Operational,As needed
MRI Machine,10-07-2023,8,3/18/2023,5,8,Under Maintenance,As needed
Heart Monitor,10-08-2023,8,10-08-2023,5,3,Operational,As needed
MRI Machine,10-08-2023,8,3/13/2023,5,7,Operational,Daily
Ventilator,10-08-2023,11,04-11-2023,8,1,Under Maintenance,Weekly
Anesthesia Machine,10-08-2023,8,10-08-2023,5,3,Operational,As needed
Surgical Gloves,10-08-2023,6,10-08-2023,3,7,Operational,As needed
PPE Kit,10-08-2023,8,10-08-2023,5,8,Operational,As needed
X-Ray Machine,10-08-2023,8,10-08-2023,5,3,Operational,As needed
Ventilator,10-09-2023,8,10-11-2023,5,8,Operational,Weekly
Anesthesia Machine,10-09-2023,8,10-09-2023,5,3,Operational,As needed
X-Ray Machine,10-09-2023,8,10-09-2023,5,3,Operational,As needed
Heart Monitor,10-09-2023,8,10-09-2023,5,3,Operational,As needed
Surgical Gloves,10-09-2023,4,10-09-2023,1,9,Operational,As needed
PPE Kit,10-09-2023,10,10-09-2023,7,6,Operational,As needed
MRI Machine,10-09-2023,7,10-04-2023,4,6,Under Maintenance,As needed
Anesthesia Machine,10-10-2023,8,10-10-2023,5,3,Operational,As needed
X-Ray Machine,10-10-2023,8,10-10-2023,5,3,Operational,As needed
Ventilator,10-10-2023,4,9/21/2023,1,4,Under Maintenance,Weekly
Surgical Gloves,10-10-2023,10,10-10-2023,7,7,Operational,As needed
PPE Kit,10-10-2023,9,10-10-2023,6,4,Operational,As needed
Heart Monitor,10-10-2023,8,10-10-2023,5,3,Operational,As needed
Heart Monitor,10-11-2023,8,10-11-2023,5,3,Operational,As needed
Surgical Gloves,10-11-2023,7,10-11-2023,4,8,Operational,As needed
X-Ray Machine,10-11-2023,8,10-11-2023,5,3,Operational,As needed
PPE Kit,10-11-2023,7,10-11-2023,4,5,Operational,As needed
MRI Machine,10-11-2023,5,05-09-2023,2,3,Operational,Weekly
Anesthesia Machine,10-11-2023,8,10-11-2023,5,3,Operational,As needed
PPE Kit,10-12-2023,6,10-12-2023,3,8,Operational,As needed
MRI Machine,10-12-2023,5,5/17/2023,2,4,Under Maintenance,Weekly
Ventilator,10-12-2023,8,8/20/2023,5,2,Operational,As needed
X-Ray Machine,10-12-2023,8,10-12-2023,5,3,Operational,As needed
Anesthesia Machine,10-12-2023,8,10-12-2023,5,3,Operational,As needed
Heart Monitor,10-12-2023,8,10-12-2023,5,3,Operational,As needed
Surgical Gloves,10-12-2023,7,10-12-2023,4,3,Operational,As needed
Heart Monitor,10/13/2023,8,10/13/2023,5,3,Operational,As needed
X-Ray Machine,10/13/2023,8,10/13/2023,5,3,Operational,As needed
PPE Kit,10/13/2023,12,10/13/2023,9,2,Operational,As needed
MRI Machine,10/13/2023,4,02-04-2023,1,3,Under Maintenance,Weekly
Surgical Gloves,10/13/2023,10,10/13/2023,7,2,Operational,As needed
Anesthesia Machine,10/13/2023,8,10/13/2023,5,3,Operational,As needed
MRI Machine,10/14/2023,9,11/23/2023,6,9,Operational,Weekly
Ventilator,10/14/2023,11,11-07-2023,8,4,Under Maintenance,Daily
Anesthesia Machine,10/14/2023,8,10/14/2023,5,3,Operational,As needed
PPE Kit,10/14/2023,10,10/14/2023,7,9,Operational,As needed
Surgical Gloves,10/14/2023,12,10/14/2023,9,4,Operational,As needed
Heart Monitor,10/14/2023,8,10/14/2023,5,3,Operational,As needed
X-Ray Machine,10/14/2023,8,10/14/2023,5,3,Operational,As needed
PPE Kit,10/15/2023,7,10/15/2023,4,6,Operational,As needed
Surgical Gloves,10/15/2023,8,10/15/2023,5,9,Operational,As needed
Heart Monitor,10/15/2023,8,10/15/2023,5,3,Operational,As needed
X-Ray Machine,10/15/2023,8,10/15/2023,5,3,Operational,As needed
Anesthesia Machine,10/15/2023,8,10/15/2023,5,3,Operational,As needed
MRI Machine,10/15/2023,5,10/27/2023,2,5,Operational,Weekly
Ventilator,10/15/2023,10,11-08-2023,7,1,Operational,As needed
MRI Machine,10/16/2023,6,4/16/2023,3,2,Under Maintenance,As needed
Ventilator,10/16/2023,7,02-04-2023,4,1,Operational,Daily
Anesthesia Machine,10/16/2023,8,10/16/2023,5,3,Operational,As needed
X-Ray Machine,10/16/2023,8,10/16/2023,5,3,Operational,As needed
Heart Monitor,10/16/2023,8,10/16/2023,5,3,Operational,As needed
Surgical Gloves,10/16/2023,10,10/16/2023,7,3,Operational,As needed
PPE Kit,10/16/2023,11,10/16/2023,8,6,Operational,As needed
X-Ray Machine,10/17/2023,8,10/17/2023,5,3,Operational,As needed
Anesthesia Machine,10/17/2023,8,10/17/2023,5,3,Operational,As needed
Heart Monitor,10/17/2023,8,10/17/2023,5,3,Operational,As needed
Ventilator,10/17/2023,6,7/29/2023,3,2,Under Maintenance,As needed
PPE Kit,10/17/2023,4,10/17/2023,1,8,Operational,As needed
Surgical Gloves,10/17/2023,5,10/17/2023,2,6,Operational,As needed
MRI Machine,10/18/2023,8,07-01-2023,5,7,Operational,As needed
PPE Kit,10/18/2023,4,10/18/2023,1,2,Operational,As needed
Surgical Gloves,10/18/2023,9,10/18/2023,6,3,Operational,As needed
X-Ray Machine,10/18/2023,8,10/18/2023,5,3,Operational,As needed
Anesthesia Machine,10/18/2023,8,10/18/2023,5,3,Operational,As needed
Heart Monitor,10/18/2023,8,10/18/2023,5,3,Operational,As needed
Ventilator,10/19/2023,4,7/30/2023,1,8,Operational,Weekly
MRI Machine,10/19/2023,4,08-02-2023,1,5,Under Maintenance,Weekly
Anesthesia Machine,10/19/2023,8,10/19/2023,5,3,Operational,As needed
Surgical Gloves,10/19/2023,4,10/19/2023,1,7,Operational,As needed
PPE Kit,10/19/2023,4,10/19/2023,1,9,Operational,As needed
X-Ray Machine,10/19/2023,8,10/19/2023,5,3,Operational,As needed
Heart Monitor,10/19/2023,8,10/19/2023,5,3,Operational,As needed
Ventilator,10/20/2023,6,09-10-2023,3,7,Operational,Daily
MRI Machine,10/20/2023,11,3/31/2023,8,7,Under Maintenance,Weekly
PPE Kit,10/20/2023,5,10/20/2023,2,9,Operational,As needed
X-Ray Machine,10/20/2023,8,10/20/2023,5,3,Operational,As needed
Surgical Gloves,10/20/2023,4,10/20/2023,1,9,Operational,As needed
Heart Monitor,10/20/2023,8,10/20/2023,5,3,Operational,As needed
Anesthesia Machine,10/20/2023,8,10/20/2023,5,3,Operational,As needed
PPE Kit,10/21/2023,5,10/21/2023,2,1,Operational,As needed
Surgical Gloves,10/21/2023,12,10/21/2023,9,3,Operational,As needed
Heart Monitor,10/21/2023,8,10/21/2023,5,3,Operational,As needed
X-Ray Machine,10/21/2023,8,10/21/2023,5,3,Operational,As needed
Anesthesia Machine,10/21/2023,8,10/21/2023,5,3,Operational,As needed
MRI Machine,10/21/2023,10,6/24/2023,7,9,Under Maintenance,Daily
MRI Machine,10/22/2023,5,3/14/2023,2,4,Under Maintenance,Daily
X-Ray Machine,10/22/2023,8,10/22/2023,5,3,Operational,As needed
Anesthesia Machine,10/22/2023,8,10/22/2023,5,3,Operational,As needed
PPE Kit,10/22/2023,8,10/22/2023,5,9,Operational,As needed
Heart Monitor,10/22/2023,8,10/22/2023,5,3,Operational,As needed
Surgical Gloves,10/22/2023,10,10/22/2023,7,6,Operational,As needed
Ventilator,10/23/2023,7,02-01-2023,4,6,Operational,As needed
Anesthesia Machine,10/23/2023,8,10/23/2023,5,3,Operational,As needed
X-Ray Machine,10/23/2023,8,10/23/2023,5,3,Operational,As needed
Heart Monitor,10/23/2023,8,10/23/2023,5,3,Operational,As needed
Surgical Gloves,10/23/2023,5,10/23/2023,2,7,Operational,As needed
PPE Kit,10/23/2023,8,10/23/2023,5,1,Operational,As needed
MRI Machine,10/23/2023,5,2/13/2023,2,3,Under Maintenance,Daily
X-Ray Machine,10/24/2023,8,10/24/2023,5,3,Operational,As needed
Heart Monitor,10/24/2023,8,10/24/2023,5,3,Operational,As needed
Surgical Gloves,10/24/2023,11,10/24/2023,8,3,Operational,As needed
MRI Machine,10/24/2023,4,07-06-2023,1,9,Operational,As needed
Ventilator,10/24/2023,7,11/22/2023,4,7,Operational,Daily
Anesthesia Machine,10/24/2023,8,10/24/2023,5,3,Operational,As needed
PPE Kit,10/24/2023,6,10/24/2023,3,7,Operational,As needed
Surgical Gloves,10/25/2023,5,10/25/2023,2,1,Operational,As needed
Ventilator,10/25/2023,9,01-03-2023,6,8,Operational,As needed
MRI Machine,10/25/2023,4,12/29/2023,1,7,Under Maintenance,Weekly
Anesthesia Machine,10/25/2023,8,10/25/2023,5,3,Operational,As needed
X-Ray Machine,10/25/2023,8,10/25/2023,5,3,Operational,As needed
Heart Monitor,10/25/2023,8,10/25/2023,5,3,Operational,As needed
PPE Kit,10/25/2023,9,10/25/2023,6,6,Operational,As needed
Anesthesia Machine,10/26/2023,8,10/26/2023,5,3,Operational,As needed
Heart Monitor,10/26/2023,8,10/26/2023,5,3,Operational,As needed
PPE Kit,10/26/2023,12,10/26/2023,9,7,Operational,As needed
X-Ray Machine,10/26/2023,8,10/26/2023,5,3,Operational,As needed
Surgical Gloves,10/26/2023,10,10/26/2023,7,4,Operational,As needed
Ventilator,10/26/2023,5,8/24/2023,2,4,Under Maintenance,Daily
MRI Machine,10/26/2023,8,7/26/2023,5,6,Operational,Weekly
Anesthesia Machine,10/27/2023,8,10/27/2023,5,3,Operational,As needed
X-Ray Machine,10/27/2023,8,10/27/2023,5,3,Operational,As needed
Heart Monitor,10/27/2023,8,10/27/2023,5,3,Operational,As needed
Surgical Gloves,10/27/2023,8,10/27/2023,5,9,Operational,As needed
Ventilator,10/27/2023,12,07-06-2023,9,4,Under Maintenance,As needed
PPE Kit,10/27/2023,6,10/27/2023,3,9,Operational,As needed
Ventilator,10/28/2023,6,9/13/2023,3,1,Under Maintenance,Daily
Anesthesia Machine,10/28/2023,8,10/28/2023,5,3,Operational,As needed
X-Ray Machine,10/28/2023,8,10/28/2023,5,3,Operational,As needed
Heart Monitor,10/28/2023,8,10/28/2023,5,3,Operational,As needed
Surgical Gloves,10/28/2023,8,10/28/2023,5,5,Operational,As needed
